5.700000000000000178e+00 1.723688188423920309e+01 8.233660407407878523e+00 -1.463207875906104860e+01 -1.374616969590607596e+01
5.700497723261449323e+00 1.724139764541016007e+01 8.218668794943530642e+00 -1.463231064037417184e+01 -1.374778294493381381e+01
5.700995446522897581e+00 1.724591419521246749e+01 8.203696687020041622e+00 -1.463254213979654672e+01 -1.374939451715050254e+01
5.701493169784346726e+00 1.725043153371500182e+01 8.188744059902175465e+00 -1.463277325773385407e+01 -1.375100441408555163e+01
5.701990893045795872e+00 1.725494966098660399e+01 8.173810889883913688e+00 -1.463300399459136258e+01 -1.375261263726694949e+01
5.702488616307244129e+00 1.725946857709613269e+01 8.158897153288235060e+00 -1.463323435077395018e+01 -1.375421918822128120e+01
5.702986339568693275e+00 1.726398828211245373e+01 8.144002826467021450e+00 -1.463346432668608443e+01 -1.375582406847373917e+01
5.703484062830142420e+00 1.726850877610441870e+01 8.129127885801173292e+00 -1.463369392273184744e+01 -1.375742727954812139e+01
5.703981786091590678e+00 1.727303005914088274e+01 8.114272307700593601e+00 -1.463392313931491096e+01 -1.375902882296680296e+01
5.704479509353039823e+00 1.727755213129070810e+01 8.099436068603905525e+00 -1.463415197683855773e+01 -1.376062870025079121e+01
5.704977232614488081e+00 1.728207499262274638e+01 8.084619144978725913e+00 -1.463438043570566194e+01 -1.376222691291966882e+01
5.705474955875937226e+00 1.728659864320585626e+01 8.069821513321340234e+00 -1.463460851631871229e+01 -1.376382346249165778e+01
5.705972679137386372e+00 1.729112308310890711e+01 8.055043150156951270e+00 -1.463483621907979071e+01 -1.376541835048355367e+01
5.706470402398834629e+00 1.729564831240073275e+01 8.040284032039419770e+00 -1.463506354439058477e+01 -1.376701157841077716e+01
5.706968125660283775e+00 1.730017433115021319e+01 8.025544135551291092e+00 -1.463529049265239124e+01 -1.376860314778736338e+01
5.707465848921732920e+00 1.730470113942619292e+01 8.010823437303805861e+00 -1.463551706426610011e+01 -1.377019306012594235e+01
5.707963572183181178e+00 1.730922873729752354e+01 7.996121913936887537e+00 -1.463574325963221590e+01 -1.377178131693776564e+01
5.708461295444630323e+00 1.731375712483308149e+01 7.981439542118939023e+00 -1.463596907915084344e+01 -1.377336791973270103e+01
5.708959018706079469e+00 1.731828630210171482e+01 7.966776298547013191e+00 -1.463619452322169323e+01 -1.377495287001922541e+01
5.709456741967527726e+00 1.732281626917226802e+01 7.952132159946601497e+00 -1.463641959224408140e+01 -1.377653616930443903e+01
5.709954465228976872e+00 1.732734702611361755e+01 7.937507103071742343e+00 -1.463664428661693151e+01 -1.377811781909404587e+01
5.710452188490426018e+00 1.733187857299461143e+01 7.922901104704914488e+00 -1.463686860673876744e+01 -1.377969782089238571e+01
5.710949911751874275e+00 1.733641090988409772e+01 7.908314141656989982e+00 -1.463709255300772938e+01 -1.378127617620240564e+01
5.711447635013323421e+00 1.734094403685095287e+01 7.893746190767205739e+00 -1.463731612582155961e+01 -1.378285288652568319e+01
5.711945358274772566e+00 1.734547795396402492e+01 7.879197228903141337e+00 -1.463753932557760606e+01 -1.378442795336241389e+01
5.712443081536220824e+00 1.735001266129216191e+01 7.864667232960740328e+00 -1.463776215267282943e+01 -1.378600137821141480e+01
5.712940804797669969e+00 1.735454815890424030e+01 7.850156179864109518e+00 -1.463798460750379249e+01 -1.378757316257013699e+01
5.713438528059119115e+00 1.735908444686910457e+01 7.835664046565688601e+00 -1.463820669046667788e+01 -1.378914330793465481e+01
5.713936251320567372e+00 1.736362152525560631e+01 7.821190810046066311e+00 -1.463842840195725969e+01 -1.379071181579966243e+01
5.714433974582016518e+00 1.736815939413261844e+01 7.806736447313955551e+00 -1.463864974237094074e+01 -1.379227868765849863e+01
5.714931697843464775e+00 1.737269805356897834e+01 7.792300935406273332e+00 -1.463887071210272062e+01 -1.379384392500312018e+01
5.715429421104913921e+00 1.737723750363356956e+01 7.777884251388010206e+00 -1.463909131154721521e+01 -1.379540752932411429e+01
5.715927144366363066e+00 1.738177774439523304e+01 7.763486372352104148e+00 -1.463931154109864963e+01 -1.379696950211072348e+01
5.716424867627811324e+00 1.738631877592282038e+01 7.749107275419687468e+00 -1.463953140115085638e+01 -1.379852984485079581e+01
5.716922590889260469e+00 1.739086059828520092e+01 7.734746937739739536e+00 -1.463975089209728786e+01 -1.380008855903083997e+01
5.717420314150709615e+00 1.739540321155122982e+01 7.720405336489198689e+00 -1.463997001433100387e+01 -1.380164564613598976e+01
5.717918037412157872e+00 1.739994661578974799e+01 7.706082448873056379e+00 -1.464018876824467341e+01 -1.380320110765000585e+01
5.718415760673607018e+00 1.740449081106963902e+01 7.691778252123955717e+00 -1.464040715423057826e+01 -1.380475494505531842e+01
5.718913483935056163e+00 1.740903579745974739e+01 7.677492723502565397e+00 -1.464062517268062358e+01 -1.380630715983297740e+01
5.719411207196504421e+00 1.741358157502892112e+01 7.663225840297286595e+00 -1.464084282398631309e+01 -1.380785775346267918e+01
5.719908930457953566e+00 1.741812814384603314e+01 7.648977579824299156e+00 -1.464106010853877571e+01 -1.380940672742276476e+01
5.720406653719402712e+00 1.742267550397993148e+01 7.634747919427494978e+00 -1.464127702672874953e+01 -1.381095408319022866e+01
5.720904376980850969e+00 1.742722365549947128e+01 7.620536836478569498e+00 -1.464149357894658898e+01 -1.381249982224069228e+01
5.721402100242300115e+00 1.743177259847352190e+01 7.606344308376703722e+00 -1.464170976558225945e+01 -1.381404394604845187e+01
5.721899823503749261e+00 1.743632233297093137e+01 7.592170312548891076e+00 -1.464192558702535152e+01 -1.381558645608643054e+01
5.722397546765197518e+00 1.744087285906054774e+01 7.578014826449665620e+00 -1.464214104366505786e+01 -1.381712735382620316e+01
5.722895270026646664e+00 1.744542417681125102e+01 7.563877827561033662e+00 -1.464235613589019991e+01 -1.381866664073801587e+01
5.723392993288095809e+00 1.744997628629187858e+01 7.549759293392625636e+00 -1.464257086408920472e+01 -1.382020431829074525e+01
5.723890716549544067e+00 1.745452918757129623e+01 7.535659201481538894e+00 -1.464278522865012633e+01 -1.382174038795193916e+01
5.724388439810993212e+00 1.745908288071836267e+01 7.521577529392362571e+00 -1.464299922996063152e+01 -1.382327485118778476e+01
5.724886163072441470e+00 1.746363736580192594e+01 7.507514254717015945e+00 -1.464321286840799985e+01 -1.382480770946313875e+01
5.725383886333890615e+00 1.746819264289085538e+01 7.493469355074886096e+00 -1.464342614437913959e+01 -1.382633896424151843e+01
5.725881609595339761e+00 1.747274871205400615e+01 7.479442808112708008e+00 -1.464363905826057000e+01 -1.382786861698508218e+01
5.726379332856788018e+00 1.747730557336021917e+01 7.465434591504503281e+00 -1.464385161043842665e+01 -1.382939666915467036e+01
5.726877056118237164e+00 1.748186322687837091e+01 7.451444682951578358e+00 -1.464406380129847562e+01 -1.383092312220977682e+01
5.727374779379686309e+00 1.748642167267731651e+01 7.437473060182506757e+00 -1.464427563122609044e+01 -1.383244797760855604e+01
5.727872502641134567e+00 1.749098091082589690e+01 7.423519700953133515e+00 -1.464448710060627334e+01 -1.383397123680782670e+01
5.728370225902583712e+00 1.749554094139299210e+01 7.409584583046348705e+00 -1.464469820982363935e+01 -1.383549290126307696e+01
5.728867949164032858e+00 1.750010176444744303e+01 7.395667684272280162e+00 -1.464490895926243219e+01 -1.383701297242847339e+01
5.729365672425481115e+00 1.750466338005810840e+01 7.381768982468204676e+00 -1.464511934930650838e+01 -1.383853145175682187e+01
5.729863395686930261e+00 1.750922578829385401e+01 7.367888455498365019e+00 -1.464532938033935316e+01 -1.384004834069962442e+01
5.730361118948379406e+00 1.751378898922353144e+01 7.354026081254159131e+00 -1.464553905274407342e+01 -1.384156364070704548e+01
5.730858842209827664e+00 1.751835298291599230e+01 7.340181837653937613e+00 -1.464574836690339055e+01 -1.384307735322791721e+01
5.731356565471276809e+00 1.752291776944010593e+01 7.326355702643009948e+00 -1.464595732319965826e+01 -1.384458947970975906e+01
5.731854288732725955e+00 1.752748334886472037e+01 7.312547654193690683e+00 -1.464616592201484480e+01 -1.384610002159874043e+01
5.732352011994174212e+00 1.753204972125869432e+01 7.298757670305141332e+00 -1.464637416373054712e+01 -1.384760898033973753e+01
