11.30 -589.72233249
11.40 -590.51701060
11.50 -591.16834275
11.60 -591.68137471
11.70 -592.08202957
11.80 -592.34000359
11.90 -592.49742190
12.00 -592.56889053
12.10 -592.54047852
12.20 -592.44544054
12.30 -592.27992710
12.40 -592.04529734
