1.924571988042032089e+01 0.000000000000000000e+00 7.648563905097174143e+01 9.515624342464384711e+00
1.923968377691222997e+01 0.000000000000000000e+00 7.645383082747368064e+01 9.511067182505676953e+00
1.923364939556780939e+01 0.000000000000000000e+00 7.642203530934540368e+01 9.506511299307909724e+00
1.922761673591468323e+01 0.000000000000000000e+00 7.639025249156568975e+01 9.501956692542691485e+00
1.922158579748059637e+01 0.000000000000000000e+00 7.635848236911532183e+01 9.497403361881708861e+00
1.921555657979338250e+01 0.000000000000000000e+00 7.632672493697729976e+01 9.492851306996762162e+00
1.920952908238111334e+01 0.000000000000000000e+00 7.629498019013668397e+01 9.488300527559751174e+00
1.920350330477188905e+01 0.000000000000000000e+00 7.626324812358025440e+01 9.483751023242600553e+00
1.919747924649395543e+01 0.000000000000000000e+00 7.623152873229675208e+01 9.479202793717302455e+00
1.919145690707570751e+01 0.000000000000000000e+00 7.619982201127730548e+01 9.474655838656012463e+00
1.918543628604565399e+01 0.000000000000000000e+00 7.616812795551463466e+01 9.470110157730879052e+00
1.917941738293243148e+01 0.000000000000000000e+00 7.613644656000359134e+01 9.465565750614160834e+00
1.917340019726481515e+01 0.000000000000000000e+00 7.610477781974121569e+01 9.461022616978226552e+00
1.916738472857169029e+01 0.000000000000000000e+00 7.607312172972625319e+01 9.456480756495484030e+00
1.916137097638205944e+01 0.000000000000000000e+00 7.604147828495942463e+01 9.451940168838397938e+00
1.915535894022513119e+01 0.000000000000000000e+00 7.600984748044366768e+01 9.447400853679575050e+00
1.914934861963015678e+01 0.000000000000000000e+00 7.597822931118396639e+01 9.442862810691689646e+00
1.914334001412652597e+01 0.000000000000000000e+00 7.594662377218688221e+01 9.438326039547433766e+00
1.913733312324379199e+01 0.000000000000000000e+00 7.591503085846146348e+01 9.433790539919662876e+00
1.913132794651160040e+01 0.000000000000000000e+00 7.588345056501836439e+01 9.429256311481246655e+00
1.912532448345974956e+01 0.000000000000000000e+00 7.585188288687024283e+01 9.424723353905136491e+00
1.911932273361814438e+01 0.000000000000000000e+00 7.582032781903207308e+01 9.420191666864411673e+00
1.911332269651679994e+01 0.000000000000000000e+00 7.578878535652052051e+01 9.415661250032201224e+00
1.910732437168595155e+01 0.000000000000000000e+00 7.575725549435431105e+01 9.411132103081701672e+00
1.910132775865587007e+01 0.000000000000000000e+00 7.572573822755400386e+01 9.406604225686177045e+00
1.909533285695696847e+01 0.000000000000000000e+00 7.569423355114240337e+01 9.402077617519008612e+00
1.908933966611980892e+01 0.000000000000000000e+00 7.566274146014428936e+01 9.397552278253655800e+00
1.908334818567506019e+01 0.000000000000000000e+00 7.563126194958614690e+01 9.393028207563610010e+00
1.907735841515353670e+01 0.000000000000000000e+00 7.559979501449682004e+01 9.388505405122518965e+00
1.907137035408615944e+01 0.000000000000000000e+00 7.556834064990677291e+01 9.383983870604019728e+00
1.906538400200399863e+01 0.000000000000000000e+00 7.553689885084847333e+01 9.379463603681863049e+00
1.905939935843820265e+01 0.000000000000000000e+00 7.550546961235670551e+01 9.374944604029913364e+00
1.905341642292015791e+01 0.000000000000000000e+00 7.547405292946794475e+01 9.370426871322074192e+00
1.904743519498127213e+01 0.000000000000000000e+00 7.544264879722058481e+01 9.365910405232323654e+00
1.904145567415310225e+01 0.000000000000000000e+00 7.541125721065530740e+01 9.361395205434764222e+00
1.903547785996734731e+01 0.000000000000000000e+00 7.537987816481438585e+01 9.356881271603512573e+00
1.902950175195583782e+01 0.000000000000000000e+00 7.534851165474245249e+01 9.352368603412823944e+00
1.902352734965051440e+01 0.000000000000000000e+00 7.531715767548567442e+01 9.347857200536964228e+00
1.901755465258345268e+01 0.000000000000000000e+00 7.528581622209273405e+01 9.343347062650376955e+00
1.901158366028685265e+01 0.000000000000000000e+00 7.525448728961382017e+01 9.338838189427491443e+00
1.900561437229300310e+01 0.000000000000000000e+00 7.522317087310115369e+01 9.334330580542836486e+00
1.899964678813444863e+01 0.000000000000000000e+00 7.519186696760922928e+01 9.329824235671068777e+00
1.899368090734371606e+01 0.000000000000000000e+00 7.516057556819417584e+01 9.325319154486855666e+00
1.898771672945352407e+01 0.000000000000000000e+00 7.512929666991416866e+01 9.320815336664974637e+00
1.898175425399670146e+01 0.000000000000000000e+00 7.509803026782958568e+01 9.316312781880313310e+00
1.897579348050621917e+01 0.000000000000000000e+00 7.506677635700239648e+01 9.311811489807766407e+00
1.896983440851515113e+01 0.000000000000000000e+00 7.503553493249687278e+01 9.307311460122374314e+00
1.896387703755671694e+01 0.000000000000000000e+00 7.500430598937893478e+01 9.302812692499195180e+00
1.895792136716430321e+01 0.000000000000000000e+00 7.497308952271686167e+01 9.298315186613439920e+00
1.895196739687122900e+01 0.000000000000000000e+00 7.494188552758055266e+01 9.293818942140340766e+00
1.894601512621125750e+01 0.000000000000000000e+00 7.491069399904183967e+01 9.289323958755183241e+00
1.894006455471804529e+01 0.000000000000000000e+00 7.487951493217491361e+01 9.284830236133430503e+00
1.893411568192543015e+01 0.000000000000000000e+00 7.484834832205554278e+01 9.280337773950527946e+00
1.892816850736740264e+01 0.000000000000000000e+00 7.481719416376142817e+01 9.275846571882013336e+00
1.892222303057804211e+01 0.000000000000000000e+00 7.478605245237258714e+01 9.271356629603570099e+00
1.891627925109162689e+01 0.000000000000000000e+00 7.475492318297084182e+01 9.266867946790910082e+00
1.891033716844241752e+01 0.000000000000000000e+00 7.472380635063971965e+01 9.262380523119787767e+00
1.890439678216493746e+01 0.000000000000000000e+00 7.469270195046513550e+01 9.257894358266124613e+00
1.889845809179372083e+01 0.000000000000000000e+00 7.466160997753455320e+01 9.253409451905838523e+00
1.889252109686363568e+01 0.000000000000000000e+00 7.463053042693755401e+01 9.248925803714953986e+00
1.888658579690946482e+01 0.000000000000000000e+00 7.459946329376583662e+01 9.244443413369602069e+00
1.888065219146619000e+01 0.000000000000000000e+00 7.456840857311284765e+01 9.239962280545952922e+00
1.887472028006895286e+01 0.000000000000000000e+00 7.453736626007399479e+01 9.235482404920272614e+00
1.886879006225291988e+01 0.000000000000000000e+00 7.450633634974657582e+01 9.231003786168862746e+00
1.886286153755348494e+01 0.000000000000000000e+00 7.447531883723007695e+01 9.226526423968188340e+00
1.885693470550613071e+01 0.000000000000000000e+00 7.444431371762593130e+01 9.222050317994749946e+00
1.885100956564639318e+01 0.000000000000000000e+00 7.441332098603713519e+01 9.217575467925080090e+00
1.884508611751016005e+01 0.000000000000000000e+00 7.438234063756912917e+01 9.213101873435874722e+00
1.883916436063324795e+01 0.000000000000000000e+00 7.435137266732894545e+01 9.208629534203836897e+00
1.883324429455158011e+01 0.000000000000000000e+00 7.432041707042557732e+01 9.204158449905762041e+00
1.882732591880131068e+01 0.000000000000000000e+00 7.428947384197032022e+01 9.199688620218573476e+00
1.882140923291866486e+01 0.000000000000000000e+00 7.425854297707600438e+01 9.195220044819215843e+00
1.881549423644001706e+01 0.000000000000000000e+00 7.422762447085746373e+01 9.190752723384701284e+00
1.880958092890185540e+01 0.000000000000000000e+00 7.419671831843183440e+01 9.186286655592201811e+00
1.880366930984079588e+01 0.000000000000000000e+00 7.416582451491761674e+01 9.181821841118861016e+00
1.879775937879354331e+01 0.000000000000000000e+00 7.413494305543591167e+01 9.177358279642003680e+00
1.879185113529704054e+01 0.000000000000000000e+00 7.410407393510914176e+01 9.172895970838936819e+00
1.878594457888823754e+01 0.000000000000000000e+00 7.407321714906218801e+01 9.168434914387130874e+00
1.878003970910425480e+01 0.000000000000000000e+00 7.404237269242150887e+01 9.163975109964077603e+00
1.877413652548233713e+01 0.000000000000000000e+00 7.401154056031549544e+01 9.159516557247325608e+00
1.876823502755984663e+01 0.000000000000000000e+00 7.398072074787488361e+01 9.155059255914604677e+00
1.876233521487428746e+01 0.000000000000000000e+00 7.394991325023192985e+01 9.150603205643619731e+00
1.875643708696326684e+01 0.000000000000000000e+00 7.391911806252082329e+01 9.146148406112168061e+00
1.875054064336453763e+01 0.000000000000000000e+00 7.388833517987811206e+01 9.141694856998189067e+00
1.874464588361593087e+01 0.000000000000000000e+00 7.385756459744170854e+01 9.137242557979611490e+00
1.873875280725551207e+01 0.000000000000000000e+00 7.382680631035204044e+01 9.132791508734534602e+00
1.873286141382137160e+01 0.000000000000000000e+00 7.379606031375095654e+01 9.128341708941039911e+00
1.872697170285173840e+01 0.000000000000000000e+00 7.376532660278265041e+01 9.123893158277383009e+00
1.872108367388499772e+01 0.000000000000000000e+00 7.373460517259296410e+01 9.119445856421819485e+00
1.871519732645963785e+01 0.000000000000000000e+00 7.370389601832957283e+01 9.114999803052677763e+00
1.870931266011427851e+01 0.000000000000000000e+00 7.367319913514262453e+01 9.110554997848469228e+00
1.870342967438766379e+01 0.000000000000000000e+00 7.364251451818365979e+01 9.106111440487669739e+00
1.869754836881866567e+01 0.000000000000000000e+00 7.361184216260625135e+01 9.101669130648854633e+00
1.869166874294624847e+01 0.000000000000000000e+00 7.358118206356616042e+01 9.097228068010734248e+00
1.868579079630959683e+01 0.000000000000000000e+00 7.355053421622072563e+01 9.092788252252024250e+00
1.867991452844791667e+01 0.000000000000000000e+00 7.351989861572944562e+01 9.088349683051559325e+00
1.867403993890057734e+01 0.000000000000000000e+00 7.348927525725385124e+01 9.083912360088273630e+00
1.866816702720707610e+01 0.000000000000000000e+00 7.345866413595706490e+01 9.079476283041127971e+00
1.866229579290703455e+01 0.000000000000000000e+00 7.342806524700419857e+01 9.075041451589148878e+00
1.865642623554019508e+01 0.000000000000000000e+00 7.339747858556263793e+01 9.070607865411526305e+00
1.865055835464641021e+01 0.000000000000000000e+00 7.336690414680126082e+01 9.066175524187439549e+00
1.864469214976569944e+01 0.000000000000000000e+00 7.333634192589111933e+01 9.061744427596190476e+00
