0.000000000000000 11.8381
10.000000000000000 11.8382
20.000000000000000 11.8392
30.000000000000000 11.8408
40.000000000000000 11.8429
50.000000000000000 11.8452
60.000000000000000 11.8479
70.000000000000000 11.8509
80.000000000000000 11.8542
90.000000000000000 11.858
100.000000000000000 11.8621
110.000000000000000 11.8665
120.000000000000000 11.8713
130.000000000000000 11.8764
140.000000000000000 11.8818
150.000000000000000 11.8874
160.000000000000000 11.8934
170.000000000000000 11.8995
180.000000000000000 11.9059
190.000000000000000 11.9126
200.000000000000000 11.9194
210.000000000000000 11.9265
220.000000000000000 11.9338
230.000000000000000 11.9412
240.000000000000000 11.9489
250.000000000000000 11.9567
260.000000000000000 11.9648
270.000000000000000 11.973
280.000000000000000 11.9812
290.000000000000000 11.9899
300.000000000000000 11.9992
