7.28 -156.48383921
7.38 -156.86985445
7.48 -157.15548353
7.58 -157.35531466
7.68 -157.48060890
7.78 -157.54045708
7.88 -157.55120166
7.98 -157.51388716
8.08 -157.44270580
8.18 -157.33634238
8.28 -157.20842481
8.38 -157.05919248
