#[alpha x10-5]
2.564   0.000
5.769   0.300
9.615   0.660
12.179   0.900
16.667   1.160
24.359   1.460
33.333   1.760
44.231   2.100
55.128   2.400
64.103   2.660
73.077   2.900
82.692   3.180
92.308   3.460
103.846   3.780
116.667   4.140
129.487   4.500
142.308   4.840
158.333   5.280
174.359   5.720
191.667   6.180
207.051   6.620
223.077   7.060
243.590   7.620
260.256   8.060
279.487   8.560
