1.428276963371727781e+01 0.000000000000000000e+00 6.935614332059981457e+00 -2.401388865759432889e-01 1.779624473792587480e+01 -2.235112947698443264e-01 2.546326316564596226e+01 2.943263934739945853e-01
1.425140898285613389e+01 0.000000000000000000e+00 6.923914461222804739e+00 -2.387942912039022758e-01 1.775878460599482622e+01 -2.273341599777616295e-01 2.540566587832793743e+01 2.893228051199798756e-01
1.422010527542785496e+01 0.000000000000000000e+00 6.912227742022803767e+00 -2.374524852157069432e-01 1.772138810536009146e+01 -2.311520079025779495e-01 2.534817842815538214e+01 2.843265210371122009e-01
1.418885840949217148e+01 0.000000000000000000e+00 6.900554160546008120e+00 -2.389670967332904183e-01 1.768405512988691086e+01 -2.349648447397179041e-01 2.529080060676539077e+01 2.793375309913894711e-01
1.415766828329727112e+01 0.000000000000000000e+00 6.888893702893174265e+00 -2.376267274354155745e-01 1.764678557362304900e+01 -2.387726766766409270e-01 2.523353220620560222e+01 2.743558247638997472e-01
1.412653479527945244e+01 0.000000000000000000e+00 6.877246355180071546e+00 -2.391386433263225086e-01 1.760957933079857440e+01 -2.425755098928306097e-01 2.517637301893283919e+01 2.693813921507697273e-01
1.409545784406260971e+01 0.000000000000000000e+00 6.865612103537404920e+00 -2.377997095533146421e-01 1.757243629582573163e+01 -2.463733505598106888e-01 2.511932283781272446e+01 2.644142229631718521e-01
1.406443732845832884e+01 0.000000000000000000e+00 6.853990934110625766e+00 -2.364635542495303611e-01 1.753535636329832315e+01 -2.501662048411539274e-01 2.506238145611863644e+01 2.594543070272852248e-01
1.403347314746491392e+01 0.000000000000000000e+00 6.842382833060191238e+00 -2.379714346399914859e-01 1.749833942799142150e+01 -2.539540788925194192e-01 2.500554866753100569e+01 2.545016341842831764e-01
1.400256520026760221e+01 0.000000000000000000e+00 6.830787786561264952e+00 -2.366367104197362181e-01 1.746138538486126279e+01 -2.577369788616117319e-01 2.494882426613604665e+01 2.495561942902781993e-01
1.397171338623766168e+01 0.000000000000000000e+00 6.819205780803947903e+00 -2.353047570652027076e-01 1.742449412904472084e+01 -2.615149108882341977e-01 2.489220804642580376e+01 2.446179772163645794e-01
1.394091760493255805e+01 0.000000000000000000e+00 6.807636801993123044e+00 -2.368086114623810801e-01 1.738766555585894125e+01 -2.652878811042995721e-01 2.483569980329616911e+01 2.396869728485118145e-01
1.391017775609514295e+01 0.000000000000000000e+00 6.796080836348376231e+00 -2.354780847638142660e-01 1.735089956080124907e+01 -2.690558956338069407e-01 2.477929933204691437e+01 2.347631710875983657e-01
1.387949373965360778e+01 0.000000000000000000e+00 6.784537870104224488e+00 -2.341503213488227431e-01 1.731419603954859099e+01 -2.728189605928825756e-01 2.472300642838055751e+01 2.298465618493725771e-01
1.384886545572085481e+01 0.000000000000000000e+00 6.773007889509821133e+00 -2.356501592370232601e-01 1.727755488795731509e+01 -2.765770820897905935e-01 2.466682088840139286e+01 2.249371350644171486e-01
